date,FSS_S06_B1_003,FSS_S06_B1_004,FSS_S06_B2_005,FSS_S06_B2_006,FSS_S06_B4_009,FSS_S06_B4_010,FSS_S06_B5_011,FSS_S06_B5_012,FSS_S06_B6_013,FSS_S06_B6_014,FSS_S06_B7_015,FSS_S06_B7_016,FSS_S06_F_019,FSS_S06_F_020,FSS_S06_L2_017,FSS_S06_L2_018,FSS_S07_B1_003,FSS_S07_B1_004,FSS_S07_B2_005,FSS_S07_B2_006,FSS_S07_B3_007,FSS_S07_B3_008,FSS_S07_B4_009,FSS_S07_B4_010,FSS_S07_B5_011,FSS_S07_B5_012,FSS_S07_B6_013,FSS_S07_B6_014,FSS_S07_F_019,FSS_S07_F_020,FSS_S07_L1_001,FSS_S07_L1_002,FSS_S07_L2_017,FSS_S07_L2_018,FSS_S08_B1_003,FSS_S08_B1_004,FSS_S08_B2_005,FSS_S08_B2_006,FSS_S08_B3_007,FSS_S08_B3_008,FSS_S08_B6_013,FSS_S08_B6_014,FSS_S08_B7_015,FSS_S08_B7_016
2020-01-11,-171.87884305362599,372358.4580581628,-165.40840480296376,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-176.47776735605953,370554.84793531586,-187.30815751400797,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.584403814236511,-5.431882810741415,1.890109831470482,-23.771556508903547,1.8229391079358686,15.295901600491131,5.353820549409946,14.194913989722677,-1.9720290516567793,-2.2923014180099144,-100239.83568473197,-193454.86168733903,707.8197804562044,416.2501051968985,645.3428688875293,-197227.95053350204,-2.222017386028638,-2.749167397654028,-3.854764225452186,-2.3164210868495934,0.39853458889045124,-25.66375345454642,-3.003258879210591,-198226.34702293607,15.839091675575988,27.108716533202596,5.720596633434302,-12.435906036009696
2020-01-12,-171.76597556634937,372358.4580581628,-165.30689482867623,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-176.42287909900406,370554.84793531586,-187.20581984402386,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.828861189989587,-5.694181406502791,1.8358092663461076,-24.268712774826366,1.732752416375181,15.336805664874134,5.265462291286387,14.220363876733565,-2.107753220861338,-2.5071232133697285,-100239.83568473197,-193454.86168733903,707.8197804562044,416.6179180632915,645.3428688875293,-197227.95053350204,-2.213152948701642,-2.63425238860445,-3.9322847468660385,-2.754942329371887,0.36977847083356163,-25.847163007805754,-2.9631493062695493,-198226.34702293607,16.114030868314295,27.22732441744641,5.700145106089715,-12.545965018404786
2020-01-13,-171.59051747138216,372358.4580581628,-165.1520265823402,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-176.16504376979435,370554.84793531586,-186.98710470785443,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.766216810042214,-5.531116981813852,1.6966300147697737,-23.85987922830147,1.76551007620923,14.928597972853087,5.279633686599466,14.014478422232,-2.0115349362467283,-2.7041326789207862,-100239.83568473197,-193454.86168733903,707.8197804562044,416.60300844953815,645.3428688875293,-197227.95053350204,-2.239509712393085,-2.9073134188223904,-3.905336023812887,-2.3735861600247095,0.42888394799550467,-25.435324939451505,-2.9046038492061936,-198226.34702293607,16.248349632631633,27.276725746568253,5.756103684597978,-12.496236017003215
2020-01-14,-171.3951739698562,372358.4580581628,-164.9495712666551,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-175.95794520861264,370554.84793531586,-186.71824535115775,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.683765711234321,-5.313863547700232,1.7626965738902332,-23.599299997014004,1.812577830320123,15.162556047819386,5.351460372731769,14.001651365033792,-1.8952517009175618,-2.2788012972395193,-100239.83568473197,-193454.86168733903,707.8197804562044,416.793255988757,645.3428688875293,-197227.95053350204,-2.2568114027587236,-3.152049775556693,-3.836170363084346,-2.2430918989670623,0.5132369225852749,-25.177336959938852,-2.878883619632473,-198226.34702293607,16.248512807278836,27.34305567875864,5.807472854579371,-12.17841692015429
2020-01-15,-171.16545673243334,372358.4580581628,-164.7185862838723,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-175.76826021545506,370554.84793531586,-186.44477213899896,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.636344840195597,-5.271460571908914,1.8328823135465564,-23.61753975837561,1.8195270724178152,15.320595040407184,5.4151857771670615,14.071270246549426,-1.7926172876975506,-2.038376849399809,-100239.83568473197,-193454.86168733903,707.8197804562044,417.06120324875144,645.3428688875293,-197227.95053350204,-2.2227625994618903,-3.209436044250828,-3.716338109933445,-2.117310258273214,0.670528942448215,-24.985383040772767,-2.763430888425319,-198226.34702293607,16.38588936202178,27.603109260871435,5.923138593065281,-11.819458099845793
2020-01-16,-170.97161970964942,372358.4580581628,-164.52855154137197,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-175.69962504454566,370554.84793531586,-186.3810242279165,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.811668769876918,-5.859203631558062,1.767048042967657,-24.23986441525651,1.79795902847632,15.475416701076085,5.463620304816341,14.105787601326092,-1.9047126725509522,-2.4215499644237712,-100239.83568473197,-193454.86168733903,707.8197804562044,417.2563677165971,645.3428688875293,-197227.95053350204,-2.2445571654210186,-3.285872753143727,-3.72753191507294,-2.7251662379715293,0.6988913266258816,-25.497469672232995,-2.6801936596269766,-198226.34702293607,16.58815333884126,27.74520849887584,5.940504504184363,-11.927465544271607
2020-01-17,-170.90913386122924,372358.4580581628,-164.47090249148442,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-175.71646680414236,370554.84793531586,-186.35035329369094,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.882829025730176,-5.4870488588238775,1.9208567560795884,-24.27422427045697,1.7941928502727311,16.258535604499667,5.530028820241003,14.547574423702741,-1.9030970472048296,-1.971981801306129,-100239.83568473197,-193454.86168733903,707.8197804562044,417.8136483411481,645.3428688875293,-197227.95053350204,-2.191607089741028,-2.8522945472963763,-3.6339041294632315,-2.820354197322965,0.8290403209323003,-25.517602727497447,-2.4652000401844187,-198226.34702293607,16.83137953928997,27.800051143923874,6.069658192571844,-12.201592504128506
2020-01-18,-170.81531342423654,372358.4580581628,-164.35689669565238,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-175.5687186090255,370554.84793531586,-186.23253478805134,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.942231903246354,-5.676733300058582,1.8205973898255978,-24.36025540875605,1.708486638386487,16.047020907856812,5.551511024351455,14.195627331598697,-1.6438919579497155,-1.3896729766507248,-100239.83568473197,-193454.86168733903,707.8197804562044,417.47517821827233,645.3428688875293,-197227.95053350204,-2.1457832250115936,-2.9962711515655815,-3.7283359078657368,-3.002512375488778,0.8067266472536718,-25.70970191741758,-2.4442634047183094,-198226.34702293607,16.727615770323258,27.71952316010794,6.087938562188328,-12.109889573191468
2020-01-19,-170.77415398656353,372358.4580581628,-164.31308593682095,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-175.39263143215263,370554.84793531586,-186.10076899346603,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.921670965811502,-5.809974555248392,1.5934999634970841,-23.96009476759031,1.6700539856459833,15.755760327285223,5.596420019421058,13.64624578822379,-1.2681935809819076,-0.8865903867267746,-100239.83568473197,-193454.86168733903,707.8197804562044,416.74536113672235,645.3428688875293,-197227.95053350204,-2.0548919601934776,-3.315279690135773,-3.8083706429755146,-2.8043661530802613,0.7334037938429039,-25.352328319035937,-2.5680002097574444,-198226.34702293607,16.59267435029645,27.64979982557971,6.093328348975578,-11.580796620218896
2020-01-20,-170.57185454941015,372358.4580581628,-164.11494648176526,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-175.14413060697893,370554.84793531586,-185.71384004000748,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.753728553545505,-5.475527416072007,1.5424783927139218,-23.379267709934144,1.7217394227799816,15.834553034159022,5.5756936556833985,13.556090698197345,-0.9779519702334989,-0.6049863561123106,-100239.83568473197,-193454.86168733903,707.8197804562044,416.4888072961196,645.3428688875293,-197227.95053350204,-2.062122154419719,-3.505015092944026,-3.747654637031121,-2.2956123387884455,0.7985796635413656,-24.925613574694502,-2.5330311126822713,-198226.34702293607,16.619133452262492,27.65516315900458,6.2711913131061765,-11.132687282512832
2020-01-21,-170.41075383466253,372358.4580581628,-163.9365043102329,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-174.856415085533,370554.84793531586,-185.42632703166285,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.616302275415003,-5.308265045571217,1.5855174585492402,-22.96640112470966,1.7137157203783144,15.782154471836048,5.629702200228087,13.487167121096682,-0.7186243504163108,-0.08877683118833435,-100239.83568473197,-193454.86168733903,707.8197804562044,416.3017582952858,645.3428688875293,-197227.95053350204,-2.037798236365294,-3.573480619866944,-3.5710262560900423,-1.8671880741246039,0.9235000804634126,-24.58424177923592,-2.55724048758042,-198226.34702293607,16.635008913442118,27.703433159828442,6.484087891376877,-10.47941945281671
