date,FSS_S06_B1_003,FSS_S06_B1_004,FSS_S06_B2_005,FSS_S06_B2_006,FSS_S06_B4_009,FSS_S06_B4_010,FSS_S06_B5_011,FSS_S06_B5_012,FSS_S06_B6_013,FSS_S06_B6_014,FSS_S06_B7_015,FSS_S06_B7_016,FSS_S06_F_019,FSS_S06_F_020,FSS_S06_L2_017,FSS_S06_L2_018,FSS_S07_B1_003,FSS_S07_B1_004,FSS_S07_B2_005,FSS_S07_B2_006,FSS_S07_B3_007,FSS_S07_B3_008,FSS_S07_B4_009,FSS_S07_B4_010,FSS_S07_B5_011,FSS_S07_B5_012,FSS_S07_B6_013,FSS_S07_B6_014,FSS_S07_F_019,FSS_S07_F_020,FSS_S07_L1_001,FSS_S07_L1_002,FSS_S07_L2_017,FSS_S07_L2_018,FSS_S08_B1_003,FSS_S08_B1_004,FSS_S08_B2_005,FSS_S08_B2_006,FSS_S08_B3_007,FSS_S08_B3_008,FSS_S08_B6_013,FSS_S08_B6_014,FSS_S08_B7_015,FSS_S08_B7_016
2020-02-08,-169.73612945440135,372358.4580581628,-163.09279604373518,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-173.2418494321763,370554.84793531586,-183.7344842576544,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.2462338984208845,-4.16323694169693,2.1583846280662384,-22.26755548115952,1.5808842869655897,17.010965889646172,5.576599267927854,13.848973862697093,-1.2500129614182685,-1.4486331712380056,-100239.83568473197,-193454.86168733903,707.8197804562044,418.42520653571665,645.3428688875293,-197227.95053350204,-2.3125629474485767,-3.6886126593577044,-4.2885790536335655,-3.7576101419581,0.25544741603938803,-26.136416661740835,-3.6170731219753725,-198226.34702293607,15.616333487720663,25.348929786261557,5.435774360393088,-12.768556310553597
2020-02-09,-169.71173770652788,372358.4580581628,-163.05845754975607,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-173.15345160311824,370554.84793531586,-183.65897043978978,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.230993110441971,-3.953913788126675,2.2096221372950557,-21.99594299801991,1.5639167756407475,17.15299616782522,5.58917240124797,13.875860906084402,-1.2918985231212146,-1.2710342188773924,-100239.83568473197,-193454.86168733903,707.8197804562044,418.5111011374729,645.3428688875293,-197227.95053350204,-2.3216006902295887,-3.6619043010558596,-4.2720201429214555,-3.6344381658693443,0.22829080366502996,-26.019070107051913,-3.6923911772120954,-198226.34702293607,15.542248002215747,25.12366978240591,5.433079466997318,-12.763157402870398
2020-02-10,-169.65457036587068,372358.4580581628,-162.96857777061405,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.87952026992653,370554.84793531586,-183.39074570322066,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-5.121422891715016,-3.8521290642311143,2.151793939222777,-21.53662950251009,1.6058068990105752,17.12404018022621,5.482944052820973,13.549331408569387,-1.2464141190459963,-1.25809387675134,-100239.83568473197,-193454.86168733903,707.8197804562044,418.2677385204332,645.3428688875293,-197227.95053350204,-2.338729075151236,-4.065352808422471,-4.266500506018676,-3.2006585979045994,0.29346667336349075,-25.75237339184868,-3.721980413201508,-198226.34702293607,15.462870696317621,25.04321978103281,5.49506201510002,-12.773955218236813
2020-02-11,-169.66527285597513,372358.4580581628,-162.97882787207578,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.77439250447506,370554.84793531586,-183.16556599715977,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.796316598793341,-2.960492236848461,2.478758772604285,-20.80928958722657,1.7172014756824652,17.4633729233694,5.557609696118953,13.866019294002596,-1.0399086229756853,-0.5925246401089863,-100239.83568473197,-193454.86168733903,707.8197804562044,418.61346491519413,645.3428688875293,-197227.95053350204,-2.393729327026126,-3.7507695575635784,-4.045715029849075,-2.761523726609739,0.4618376700851279,-25.170974552682804,-3.6197630525194775,-198226.34702293607,15.465516606514225,24.82332311061301,5.575908816973108,-12.315048065164335
2020-02-12,-169.63557569522686,372358.4580581628,-162.93501711324083,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.72228847315677,370554.84793531586,-182.92506403930352,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.799834566616727,-2.747468533876325,2.558774277772597,-20.88063264483132,1.7297571090162207,17.740311400860293,5.454168356139354,13.912589561572998,-1.051661749873328,-0.6354115617286524,-100239.83568473197,-193454.86168733903,707.8197804562044,418.62294858882467,645.3428688875293,-197227.95053350204,-2.4134737167792943,-3.7941430413354684,-3.946361565576421,-2.5419562909671747,0.6003363932079324,-25.00562258925511,-3.6385925663281986,-198226.34702293607,15.441703414744786,24.962769779659716,5.724127953753304,-12.266457896015474
2020-02-13,-169.69592622717482,372358.4580581628,-163.00818554135358,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.72082181148897,370554.84793531586,-182.8355897171756,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.671384638471339,-2.759783749295239,2.4852532760151176,-20.603589492542266,1.7877117876083992,17.87487589268958,5.491079966990428,13.671839100088157,-0.9570240818842719,-0.6789814189030663,-100239.83568473197,-193454.86168733903,707.8197804562044,418.375098640725,645.3428688875293,-197227.95053350204,-2.3927475652912578,-4.038566134134106,-3.7835322769073523,-2.199216879239504,0.6981001977562387,-24.738925874053095,-3.614383191431272,-198226.34702293607,15.433765684154974,24.95740644623484,5.848093049960545,-11.964119065735098
2020-02-14,-169.87841882721762,372358.4580581628,-163.14783540293232,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.56335394353067,370554.84793531586,-182.8138557567809,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.352525504460343,-2.5253645538284752,2.5574622970121714,-19.808251903995288,1.8929057245062717,18.22053342834119,5.681004243210217,13.660528039184774,-0.7759555435303622,-0.3251493852558891,-100239.83568473197,-193454.86168733903,707.8197804562044,418.25142817245387,645.3428688875293,-197227.95053350204,-2.3945551138474612,-4.123618470527919,-3.510310250146901,-1.3959213829865833,0.9099217742762327,-24.09351982325207,-3.4556772893291923,-198226.34702293607,15.417890222975348,24.876956444861744,5.972058146165946,-11.418829389722731
2020-02-15,-169.97695512408234,372358.4580581628,-163.23342440421865,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.45020923809585,370554.84793531586,-182.72590176604734,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.424215350721434,-2.745401346312507,2.55177527962753,-20.03133219204874,1.8458208199917627,18.445572941727235,5.541649560170089,13.383901906560292,-0.8704181678572689,-0.5186527342216269,-100239.83568473197,-193454.86168733903,707.8197804562044,417.9407087033665,645.3428688875293,-197227.95053350204,-2.423215932565675,-4.3087719536345075,-3.3861184198023153,-1.240617587046155,1.05113615862289,-23.976173268557122,-3.418018261711749,-198226.34702293607,15.433765684154974,25.112943115559823,6.047515161247495,-11.175878543978476
2020-02-16,-170.22967548481634,372358.4580581628,-163.48204907136463,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-173.04019507449576,370554.84793531586,-183.27013791062237,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.631840317087692,-3.210694391567446,2.6698632664041333,-21.377445083554033,1.8216125094182325,18.670910143241173,5.5712157297174,13.903758613660276,-0.9961273660699077,-1.0350945714857778,-100239.83568473197,-193454.86168733903,707.8197804562044,418.49642976569055,645.3428688875293,-197227.95053350204,-2.2693030959175324,-3.692190631494157,-3.805610824522243,-2.584798717442565,0.7985796635413647,-25.240315698646253,-3.4745068031379125,-198226.34702293607,15.465516606514225,25.397199787091512,5.707958593376235,-12.115288480869763
2020-02-17,-170.43049463303043,372358.4580581628,-163.6304686095396,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-173.33514450588274,370554.84793531586,-183.81520690514392,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.899587821352297,-3.854570229873464,2.4273452426001043,-21.824430844928692,1.6842380108161912,18.24983312341351,5.583736914306764,13.711395520788681,-1.2209596569552494,-1.5159891866065216,-100239.83568473197,-193454.86168733903,707.8197804562044,418.4363291855358,645.3428688875293,-197227.95053350204,-2.321635351320393,-3.925456150075095,-4.153347949479031,-3.2488563276784603,0.40209312286092347,-25.917725355275152,-3.6654918717710627,-198226.34702293607,15.351742468060245,25.145123116105403,5.379181599081926,-12.763157402870403
2020-02-18,-170.38624366842103,372358.4580581628,-163.58589255549316,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-173.4280168687408,370554.84793531586,-183.87697166389398,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.892569164799673,-3.8213569183882417,2.3799311401095498,-21.713950534662505,1.7045772406671902,18.283193456112482,5.6231757899447175,13.69205994882954,-1.1838220854301005,-1.3681502208475882,-100239.83568473197,-193454.86168733903,707.8197804562044,418.5344764017803,645.3428688875293,-197227.95053350204,-2.2794612447990814,-3.8972097925892286,-4.368613788748369,-3.5166214930887962,0.236437787377338,-26.147084530348916,-3.7515696491878696,-198226.34702293607,15.280302892751935,24.914499778835854,5.230962462314598,-12.995310433253167
2020-02-19,-170.23965747281605,372358.4580581628,-163.47184913547468,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-173.27588111341413,370554.84793531586,-183.7336646230067,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.802874781295713,-3.4810784715321734,2.4447819039256116,-21.331720210380563,1.764183477678643,18.47804394945853,5.677957491104147,13.798912817953207,-1.0438225439297577,-0.9920984943828479,-100239.83568473197,-193454.86168733903,707.8197804562044,418.6528003439476,645.3428688875293,-197227.95053350204,-2.275984792059717,-3.8174300594573127,-4.410011065530525,-3.570174526170863,0.1712619176788781,-26.00840223844383,-3.8349574960623984,-198226.34702293607,15.232676509210055,24.737509775815038,5.22018288873152,-12.979113710198655
2020-02-20,-170.00838137701953,372358.4580581628,-163.25254451343184,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.9281067446607,370554.84793531586,-183.34525498412103,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.787582156052747,-3.4251326819432,2.333812668292955,-21.01174744574261,1.6911015008040255,18.345321959662584,5.593367192976789,13.54258637398676,-1.0037626599620517,-0.9049904980671561,-100239.83568473197,-193454.86168733903,707.8197804562044,418.48549847146944,645.3428688875293,-197227.95053350204,-2.3471316671213893,-4.182777686345451,-4.318937056610785,-3.355962393842593,0.22014381995272103,-25.741705523241812,-3.915655412385491,-198226.34702293607,15.187696035860567,24.49079643827087,5.327978624562304,-12.773955218236814
2020-02-21,-169.7839433626699,372358.4580581628,-163.02442004922378,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.47371309920106,370554.84793531586,-182.87814549606998,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.661775023539245,-3.133663516857421,2.365494049427036,-20.477229767485454,1.6501486343783651,18.86373031774673,5.541216654065131,13.376920352139935,-0.8763153058517696,-0.5776446468098775,-100239.83568473197,-193454.86168733903,707.8197804562044,418.382784510176,645.3428688875293,-197227.95053350204,-2.407433250845847,-4.33679752346028,-4.125749764957592,-2.9382487357902995,0.34506423687477206,-25.240315698637765,-3.9640741621793447,-198226.34702293607,15.182404215466757,24.335259768949555,5.470807974538093,-12.277255711381889
2020-02-22,-169.73586727411492,372358.4580581628,-162.9542250122206,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.1931817885086,370554.84793531586,-182.64685803380843,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.549475613728057,-2.685956027530353,2.536666806020944,-20.066104639882496,1.729517003133013,19.124504190110166,5.52953789107651,13.391216858154523,-0.7543624893103802,-0.37591806845376485,-100239.83568473197,-193454.86168733903,707.8197804562044,418.42391774308373,645.3428688875293,-197227.95053350204,-2.421824317113859,-4.296233012225921,-3.99879811616477,-2.4830479545768975,0.4944256049362097,-24.936281443302583,-3.9452446483706227,-198226.34702293607,15.190341946057172,24.539066439094732,5.5543496698069506,-12.066698311723355
2020-02-23,-169.7099428576828,372358.4580581628,-162.91622308028167,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.0337251496359,370554.84793531586,-182.42173118902838,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.4021286970756055,-2.505803443338306,2.5460247769630713,-19.692478455468017,1.7072689585550473,18.880394521068677,5.523277298784283,13.24515522056867,-0.6569600481659461,-0.1909336971774862,-100239.83568473197,-193454.86168733903,707.8197804562044,418.282139122646,645.3428688875293,-197227.95053350204,-2.4443060255200506,-4.520413007395477,-3.789051913811389,-2.027847173368368,0.6655122629070092,-24.55223817341168,-3.912965481841389,-198226.34702293607,15.192987856254378,24.496159771695748,5.74838199431278,-11.694173681566214
2020-02-24,-169.83288399732447,372358.4580581628,-162.97029648196101,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-171.80452726502256,370554.84793531586,-182.24735675426405,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-4.135290923169352,-1.6007014039947898,2.7885428007711903,-18.70575064302907,1.8223439613178263,19.42741515931565,5.534148272671609,13.357900139949018,-0.4357791127517068,0.441151125387526,-100239.83568473197,-193454.86168733903,707.8197804562044,418.2834279152868,645.3428688875293,-197227.95053350204,-2.4523446760214087,-4.434780381228197,-3.490991520984654,-0.8389698389184743,0.9316470641763352,-23.58146213005083,-3.824197773881707,-198226.34702293607,15.206217407239203,24.630243107317572,5.966668359374406,-11.192075267024412
2020-02-25,-169.94588243368986,372358.4580581628,-163.05875854319763,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-171.6942289093222,370554.84793531586,-181.9287631367152,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.671693109958073,-0.5877505275568606,3.032788332135693,-17.6116816083339,1.9882871972207572,20.030285527899935,5.615282303190354,13.330744284288922,-0.12446343840081608,1.1495755656676299,-100239.83568473197,-193454.86168733903,707.8197804562044,418.0742924428094,645.3428688875293,-197227.95053350204,-2.419791471454531,-4.361576302628908,-2.925228738306516,0.7729764568919237,1.4204660869283612,-22.2959839627443,-3.590173816534345,-198226.34702293607,15.237968329603866,24.796506443488646,6.29005556687595,-10.166282807189559
2020-02-26,-170.116834187349,372358.4580581628,-163.27956867287904,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-171.77160192626516,370554.84793531586,-181.98561008761274,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.416543598031918,-0.6245867865888095,3.1616496735641544,-17.431049574560472,2.137228620960822,20.413098271744012,5.765663806308842,13.436633036673886,0.024822031063524985,1.175378812495673,-100239.83568473197,-193454.86168733903,707.8197804562044,418.02590293800887,645.3428688875293,-197227.95053350204,-2.3692840951514307,-4.382933741633664,-2.566452339537264,0.9443461627642793,1.721904484285584,-22.023953313238252,-3.3453901370209644,-198226.34702293607,15.38084748022289,25.086126448431795,6.497562358355726,-9.712774561800282
2020-02-27,-170.2756293518059,372358.4580581628,-163.3855450045497,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.033203308063,370554.84793531586,-182.19444967742612,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.6175585446305067,-0.83432973473333,3.217694096325129,-18.050876353991367,2.047367787386926,20.517285926773297,5.637128148424059,13.520784944037397,-0.10511002634667888,0.9765071332086532,-100239.83568473197,-193454.86168733903,707.8197804562044,418.01443010463146,645.3428688875293,-197227.95053350204,-2.449278076994695,-4.2729780719277395,-2.52781488120901,0.9550567693806928,1.8196682888450053,-22.167969539447327,-3.30504117885942,-198226.34702293607,15.44434932494139,25.40256312051517,6.635001921539975,-9.99351776132698
2020-02-28,-170.47412985482254,372358.4580581628,-163.53393945994347,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.1388904571636,370554.84793531586,-182.44567324694177,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.6642079180154523,-0.9717689357538113,3.2222451537411594,-18.299196616550898,2.041184298031309,20.757069196068606,5.611981881785669,13.726165066451554,-0.14690806622072472,0.9227743955112797,-100239.83568473197,-193454.86168733903,707.8197804562044,418.06090986367104,645.3428688875293,-197227.95053350204,-2.444715879240684,-4.111143684801776,-2.5250550627569917,0.864016613130218,1.8142369663676639,-22.253312488311963,-3.2324130541686373,-198226.34702293607,15.53166436142933,25.649276458072748,6.616137667769587,-10.112293730357505
2020-02-29,-170.64197698662022,372358.4580581628,-163.7869050704936,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.67444802172326,370554.84793531586,-182.8672391546042,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.699289983038267,-1.3539987784457763,3.181501575441128,-18.78723300180124,2.1427664105173827,20.934646016468175,5.757753003318879,13.980090237339637,-0.2370428051480613,0.5100736061707603,-100239.83568473197,-193454.86168733903,707.8197804562044,418.10816940381324,645.3428688875293,-197227.95053350204,-2.3636881440288056,-3.8958142650856034,-2.632687982385697,0.3177756756748704,1.7137575005726586,-22.66935936402836,-3.1624748600207346,-198226.34702293607,15.59516620614783,25.76190645999508,6.513731718730344,-10.387638022200987
2020-03-01,-170.67707122459615,372358.4580581628,-163.82710255693607,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.86000637544888,370554.84793531586,-183.04378175621338,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.7900323296077856,-1.5891023593872202,3.0901283855712887,-19.037501018283027,2.135611363378358,20.871674207269656,5.772132193538818,13.937627211472766,-0.3644551505270335,0.15555863699225547,-100239.83568473197,-193454.86168733903,707.8197804562044,418.0172784594777,645.3428688875293,-197227.95053350204,-2.3492970777607933,-3.9590855046841082,-2.7513601758224757,0.007168083798883007,1.6024153898371716,-22.930722144945726,-3.183994304374782,-198226.34702293607,15.637500769293496,25.761906459995085,6.384376835733402,-10.60899323721242
2020-03-02,-170.67095364526443,372358.4580581628,-163.84100355496565,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.76719613658554,370554.84793531586,-183.1579117636153,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.9184649786663774,-1.4851868772495675,3.1677685678354486,-19.185824098948757,2.0509281605362086,20.9550590759671,5.69743191774937,14.202436951095589,-0.5218598957928866,0.2592539654785848,-100239.83568473197,-193454.86168733903,707.8197804562044,418.417679494251,645.3428688875293,-197227.95053350204,-2.386221844072431,-3.7593068690527165,-2.8617529139038256,-0.21775465514579873,1.501935924052054,-23.106741976987564,-3.2377929152568417,-198226.34702293607,15.600458026541038,25.59564312382402,6.306224927256083,-10.78715719077908
2020-03-03,-170.68781299942663,372358.4580581628,-163.77811031110295,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.57437902331495,370554.84793531586,-183.0985794781521,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.8592348920316173,-1.675897896677877,2.9594832688323223,-18.83740350634328,2.101693491148903,20.52211192470362,5.659573987832362,13.71144206828838,-0.44820876957471967,0.1054411713193586,-100239.83568473197,-193454.86168733903,707.8197804562044,417.9819213502601,645.3428688875293,-197227.95053350204,-2.3619499176542122,-4.199585283518843,-2.9638661966391657,0.039299903648123635,1.4829262953900049,-22.98406148798736,-3.2673821512419785,-198226.34702293607,15.584582565361412,25.686819792046858,6.273886206504397,-10.84654517530048
2020-03-04,-170.8175529357725,372358.4580581628,-163.9462772983758,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.73010688401206,370554.84793531586,-183.2248853519914,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.6186410658708885,-1.4283238966383551,3.0572711267789514,-18.176354189448812,2.327122911119247,20.676324115757875,5.88448260430691,13.787805984410115,-0.22358653107476556,0.44111940739566835,-100239.83568473197,-193454.86168733903,707.8197804562044,417.95725729331707,645.3428688875293,-197227.95053350204,-2.231448559509692,-4.250271343558065,-2.8589930954518072,0.36597340544873047,1.5481021650884599,-22.642689692506945,-3.2055137487276055,-198226.34702293607,15.571353014378392,25.654639791497623,6.2738862065056225,-10.468621637449072
2020-03-05,-170.7717169229658,372358.4580581628,-163.91774763128134,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.72141873719363,370554.84793531586,-183.1716872533732,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.62933320204887,-1.5158814212380134,3.033731921267806,-18.353125098086966,2.2175513970725707,20.556893106626514,5.811657650396533,13.693543652684495,-0.2972026485634838,0.31725319273515984,-100239.83568473197,-193454.86168733903,707.8197804562044,417.84626903707317,645.3428688875293,-197227.95053350204,-2.3583868121780127,-4.3175442130883726,-2.7927574526027437,0.569474931160582,1.6024153898371716,-22.5733485465544,-3.2055137487276055,-198226.34702293607,15.552831643002165,25.633186457798132,6.26849641971102,-10.511812898918404
2020-03-06,-170.85493962913392,372358.4580581628,-163.9952570028146,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.76993066313065,370554.84793531586,-183.23716694100338,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.6894211817803733,-1.6981647636815655,2.905030250540465,-18.42443377296414,2.128490617079791,20.16389684268281,5.710934053885081,13.380963008962798,-0.3171275643521603,0.14578294367363753,-100239.83568473197,-193454.86168733903,707.8197804562044,417.5314124204979,645.3428688875293,-197227.95053350204,-2.418653734811665,-4.638592724616899,-2.773438723438619,0.8854378263703531,1.6268563409740935,-22.461335926169568,-3.2001338876393994,-198226.34702293607,15.521080720642914,25.697546458896603,6.319699394230029,-10.436228191349839
2020-03-07,-170.84423713903064,372358.4580581628,-163.9630513563628,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.58576442227607,370554.84793531586,-183.1176298741467,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.5896679270490903,-1.3789714019772379,2.9455978080677157,-17.87205454327264,2.1472640406096164,20.027957520950274,5.719087284299963,13.280618654628919,-0.21334400332931347,0.4121655132329052,-100239.83568473197,-193454.86168733903,707.8197804562044,417.37152564791484,645.3428688875293,-197227.95053350204,-2.4753575519691164,-4.7277250069381624,-2.5747317948933164,1.4423893704274997,1.8060899826528858,-21.959946101589743,-3.1597849294766314,-198226.34702293607,15.513142990053101,25.692183125471733,6.446359383836103,-10.015113392059803
2020-03-08,-170.6731544362863,372358.4580581628,-163.81237355671678,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.33425572497458,370554.84793531586,-182.81310248343857,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.3767746484936056,-0.3323556341515521,3.5108417316932776,-17.34655359754795,2.206121675306719,20.74860421335051,5.821720835170902,14.057307137769682,-0.07410851358820914,1.5086984921840427,-100239.83568473197,-193454.86168733903,707.8197804562044,418.14852285561255,645.3428688875293,-197227.95053350204,-2.472637563862112,-4.051105075543619,-2.2490732175407544,1.8011946920822177,2.001617591755057,-21.517229554330136,-3.081776943688469,-198226.34702293607,15.605749846934247,25.681456458621984,6.59996830739497,-9.448228085309701
2020-03-09,-170.61286937888508,372358.4580581628,-163.69316119109158,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.2226770796072,370554.84793531586,-182.59494267547225,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.2832685526631993,-0.30683979765272085,3.4299062050009703,-17.25700516129781,2.2106707566705897,20.5590793161642,5.7642040742936045,13.759449492212367,-0.006680967953202277,1.1848587574839196,-100239.83568473197,-193454.86168733903,707.8197804562044,417.84849643880807,645.3428688875293,-197227.95053350204,-2.527499171372558,-4.288984591652557,-2.0338073782827166,2.170710620367963,2.2215861519873514,-21.133186284434373,-3.006458888450523,-198226.34702293607,15.645438499883308,25.87989979534229,6.780526164912757,-9.367244470050567
2020-03-10,-170.51443784129677,372358.4580581628,-163.54619699498937,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.2054126091698,370554.84793531586,-182.41925935447108,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.3424986392985714,-0.5603227071769399,3.2860797105824133,-17.701940020595526,2.2668881247399173,20.37269380557167,5.688644060667812,13.581540585229954,-0.05849397881917451,0.7338015664278459,-100239.83568473197,-193454.86168733903,707.8197804562044,417.6960247661221,645.3428688875293,-197227.95053350204,-2.4733940285030687,-4.397167314206602,-2.047606470542802,1.9779197012627796,2.262321070548888,-21.250532839123267,-2.952660277567238,-198226.34702293607,15.74862899755086,26.15342980001082,6.866762753580449,-9.62639203886899
2020-03-11,-170.52580845386197,372358.4580581628,-163.6229536126962,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-172.18357420652268,370554.84793531586,-182.52096240432098,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.2114231946013545,-0.2534127755477331,3.465450910554077,-17.360691554732906,2.33547247151926,20.686209947704953,5.838904350078754,13.9623495016083,0.0005867342514829232,1.0974092933841546,-100239.83568473197,-193454.86168733903,707.8197804562044,417.99940854932345,645.3428688875293,-197227.95053350204,-2.4094946782109967,-4.155976851771261,-1.895816455681814,1.9457878814086693,2.308487311585299,-21.058511204177794,-2.925760972126208,-198226.34702293607,15.812130842271765,26.11052313261184,6.872152540371989,-9.464424808364228
2020-03-12,-170.44101379440633,372358.4580581628,-163.55930761500574,371891.66173460206,-85302.78129233846,206457.92711912407,-81137.46278623411,209501.09866198504,-171.83992647720189,370554.84793531586,-182.37292257008818,367938.38252951304,-84998.96231653969,209157.36453759007,-82673.08258757633,208441.528432369,-3.1825537303046065,-0.7223147371883107,3.11137932104075,-16.8421220567142,2.251795127300977,19.800667945940486,5.711211113786118,13.018873200015207,0.06258975976842729,0.869319689566608,-100239.83568473197,-193454.86168733903,707.8197804562044,416.98490426223236,645.3428688875293,-197227.95053350204,-2.510266803175428,-5.109000837576022,-1.7329871670089796,2.625911401570403,2.4741426470762926,-20.679801868583628,-2.928450902670311,-198226.34702293607,15.814776752470774,26.174883133710317,6.977253382812518,-9.03791110137011
