date,FSS_S06_B2_005,FSS_S06_B2_006,FSS_S06_B6_013,FSS_S06_B6_014,FSS_S06_B7_015,FSS_S06_B7_016,FSS_S07_B1_004,FSS_S07_B2_005,FSS_S07_B3_007,FSS_S07_B4_009,FSS_S07_B5_011,FSS_S07_B5_012,FSS_S07_B6_013,FSS_S07_B6_014,FSS_S07_F_019,FSS_S07_F_020,FSS_S07_L1_001,FSS_S07_L2_018,FSS_S08_B1_003,FSS_S08_B1_004,FSS_S08_B2_005,FSS_S08_B2_006,FSS_S08_B6_014,FSS_S08_B7_015
2016-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-19,0.31616,0.6292859999999996,0.26101700000000005,0.5225530000000003,-0.11104899999999997,0.2075490000000002,0.2507769999999999,-0.2579950000000002,0.3851370000000003,0.9073440000000002,0.13102900000000006,1.7517209999999999,-0.06472600000000206,-0.2484240000000036,-0.9060959999999998,0.25663299999999944,0.3355910000000004,0.0,0.0,-1.285273,0.6517580000000001,0.0,0.6435999999999993,0.5820970000000001
2016-06-20,1.2646390000000007,-0.419524,0.6786450000000002,0.4180419999999998,0.3331489999999999,0.6226460000000014,2.006217,0.2579949999999997,0.3851370000000003,1.2313950000000011,-0.06551399999999985,2.377336,-0.06472600000000206,-0.2484240000000036,-0.30203199999999986,0.25663299999999944,0.8054190000000001,0.0,-2.449482,0.25705500000000026,0.9124620000000001,-0.5120579999999992,-0.12872000000000128,0.6467749999999999
2016-06-21,-0.10538699999999944,0.20976200000000045,0.8352550000000001,0.7315740000000002,0.38867399999999996,-0.2075490000000002,1.3792749999999998,0.1934969999999998,-0.2567589999999997,0.6481030000000008,0.5241149999999999,1.000984,0.970883999999999,-0.7452740000000021,-2.265239,1.411483,0.6040640000000002,0.03879100000000002,-2.7556670000000003,-1.7993819999999996,1.238341,-1.9202169999999998,0.9010399999999984,0.5820970000000001
2016-06-22,1.0011730000000003,0.10488100000000067,0.7308479999999999,1.4631469999999993,-0.166574,0.7264199999999992,0.7523319999999999,0.6449880000000001,0.8986540000000001,1.2313950000000011,0.327572,1.626598,0.5178049999999992,-1.3663360000000022,-1.2081269999999995,0.6415829999999998,0.6040640000000002,-0.5735859999999999,-2.143297,-0.8996910000000002,1.4990450000000002,0.3840430000000001,0.6435999999999993,0.5820970000000001
2016-06-23,0.4215460000000002,0.5244049999999998,1.409493,2.612763000000001,0.8883979999999999,0.6226460000000014,2.6331599999999997,0.9674809999999996,1.347982,1.555447,0.5241149999999999,1.501475,0.3883530000000004,-0.4968490000000028,-2.114223,0.6415829999999998,1.1410109999999998,-2.500347,-1.990204,-1.028218,1.173165,-0.6400729999999997,1.9308,1.3582269999999994
2016-06-24,0.7377060000000002,1.3634529999999998,1.044069,1.0451049999999995,0.16657499999999992,0.1037739999999996,2.6331599999999997,0.5159899999999995,0.7060850000000003,1.8146880000000003,1.0482299999999998,2.001967,0.7767069999999991,0.12421299999999745,-2.718287,-0.6415839999999999,0.8725370000000003,-1.079756,-1.990204,1.1567459999999998,2.150803,-0.6400729999999997,1.1584799999999973,2.0050010000000005
2016-06-25,0.5796260000000002,1.0488099999999996,1.3050860000000002,0.10451099999999958,0.16657499999999992,-1.3490660000000003,2.6331599999999997,1.5479699999999998,0.7060850000000003,1.8794980000000008,0.917201,1.251229,0.970883999999999,-1.7389740000000025,-2.416255,-2.438016,0.6040640000000002,-1.7410919999999999,-1.990204,-0.8996910000000002,1.6293959999999998,-0.6400729999999997,0.12871999999999773,1.875646
2016-06-26,1.2119460000000002,1.8878580000000005,0.574238,0.2090210000000008,-0.22209900000000005,0.0,4.263211,0.7739849999999997,1.0912230000000005,1.4258260000000007,0.13102900000000006,0.12512299999999987,0.6472559999999987,-0.2484240000000036,-0.9060959999999998,-1.0265339999999998,0.4027099999999999,-2.422763,-1.990204,-2.184964,0.7821100000000003,-0.6400729999999997,1.0297599999999996,1.1641940000000002
2016-06-27,0.31616,1.1536910000000002,0.574238,-0.7315739999999993,0.1110500000000001,-1.1415179999999996,4.263211,0.4514909999999999,0.5777060000000005,2.009118,-0.26205700000000004,-0.2502460000000002,1.1003349999999985,0.0,-2.416255,-2.822966,1.0738919999999998,-2.422763,-1.990204,-2.8275999999999994,1.173165,-0.6400729999999997,1.5446400000000011,0.6467749999999999
2016-06-28,1.3173329999999996,0.8390479999999999,0.8874580000000001,-0.7315739999999993,-0.2776240000000001,-1.5566149999999999,4.639377,0.3869929999999999,0.44932700000000025,0.9721540000000006,0.13102900000000006,-1.0009829999999995,0.5825300000000002,0.0,-2.114223,-1.7964330000000004,0.4698280000000001,-2.422763,-1.2247400000000002,-1.028218,0.7169340000000002,-2.816318,-0.257439999999999,0.06467799999999979
2016-06-29,0.3688530000000005,-0.419524,0.4698309999999999,-0.8360839999999996,0.0,-1.5566149999999999,3.761657,0.32249399999999984,0.6418960000000005,1.4906360000000003,-0.06551399999999985,0.6256149999999998,1.1650609999999997,-0.12421200000000356,-1.3591429999999998,-3.4645490000000008,0.4027099999999999,-2.422763,-1.8371110000000008,-1.4138000000000002,1.238341,-2.048232,1.0297599999999996,0.5820970000000001
2016-06-30,0.47424,0.9439289999999998,-0.4698309999999999,0.10451099999999958,-0.38867399999999996,-1.5566149999999999,5.517097,0.838484,0.44932700000000025,1.7498770000000006,-0.6551430000000003,0.5004919999999999,0.970883999999999,0.3726379999999985,-2.718287,-3.4645490000000008,0.4698280000000001,-4.310732,-2.449482,-0.7711639999999997,1.5642209999999999,-0.8961019999999995,1.80208,0.7114519999999995
2016-07-01,1.5807990000000005,0.7341669999999993,0.7830520000000001,0.5225530000000003,0.444199,-1.5566149999999999,5.140930999999999,0.3869929999999999,0.5135170000000002,2.009118,0.13102900000000006,0.12512299999999987,1.0356099999999984,-0.12421200000000356,-1.8121909999999999,-4.2344490000000015,0.8054190000000001,-5.4782379999999975,-2.602574,0.12852700000000006,1.0428140000000004,-1.7922029999999998,1.1584799999999973,1.2935489999999996
2016-07-02,1.2646390000000007,0.9439289999999998,0.8874580000000001,-1.149616,-0.4997229999999997,-1.1415179999999996,6.018651,1.354474,0.8344649999999998,1.6202570000000005,-0.26205700000000004,0.0,1.6828659999999998,-0.6210620000000038,-2.8693029999999995,-5.260982000000001,0.6040640000000002,-5.896657,-2.9087590000000003,-2.570545,0.9124620000000001,-1.9202169999999998,1.6733599999999988,0.4527429999999999
2016-07-03,1.4227189999999998,1.0488099999999996,0.36542399999999997,-0.3135319999999995,-0.3331489999999999,-1.245292,6.018651,0.2579949999999997,1.0912230000000005,0.9073440000000002,-0.19654300000000013,-1.126106,0.5178049999999992,0.0,-1.5101589999999998,-5.645932000000001,0.3355910000000004,-5.780282999999999,-0.6123700000000007,-1.5423270000000002,1.368693,-1.4081599999999996,2.4456799999999994,0.2587099999999998
2016-07-04,1.0011730000000003,0.0,0.20881400000000008,-0.8360839999999996,-0.4441979999999999,-1.867938,6.018651,0.2579949999999997,0.7702749999999998,1.555447,-0.5896290000000004,-0.8758600000000003,1.0356099999999984,-0.3726370000000028,-0.6040639999999998,-4.3627660000000015,0.4698280000000001,-6.315076,-1.6840180000000005,-2.442018,0.4562310000000003,-2.816318,0.3861600000000003,0.9054849999999997
2016-07-05,1.0538660000000002,1.258572,-0.26101699999999983,-1.5676579999999998,-0.6662979999999998,-1.867938,5.767873000000002,0.2579949999999997,0.6418960000000005,1.2313950000000011,-0.13102900000000028,-0.2502460000000002,1.747591,0.4968499999999985,-1.3591429999999998,-5.132665,0.2684730000000002,-7.239665,-1.3778330000000003,-3.084655,0.3258789999999996,-2.432275,0.3861600000000003,-0.38806399999999996
2016-07-06,1.0011730000000003,0.10488100000000067,0.313221,-1.7766789999999997,-0.3331489999999999,-1.867938,7.021758999999999,-0.2579950000000002,0.6418960000000005,1.685067000000001,-0.9827150000000002,-2.001967,1.877042,0.24842499999999745,-2.567271,-4.106132,-0.2684729999999997,-6.198702,-2.296389,-2.8275999999999994,1.368693,-2.9443329999999994,1.0297599999999996,0.8408069999999999
2016-07-07,1.475413,0.4195239999999991,-0.15660999999999992,-0.8360839999999996,0.2221,-0.8301949999999998,6.770982000000001,0.7739849999999997,0.8344649999999998,1.6202570000000005,-0.39308600000000027,-0.2502460000000002,0.5178049999999992,-0.12421200000000356,-2.718287,-3.977816,0.4698280000000001,-4.514857999999999,-2.296389,-1.7993819999999996,0.26070300000000035,-2.9443329999999994,-0.12872000000000128,0.0
2016-07-08,1.6334929999999996,0.7341669999999993,0.26101700000000005,0.7315740000000002,0.05552500000000005,0.1037739999999996,7.397925,0.1934969999999998,0.7060850000000003,1.3610160000000002,-0.6551430000000003,-0.5004920000000004,0.8414329999999994,1.366336999999998,-2.265239,-5.004349,0.4698280000000001,-6.304908999999999,-2.296389,-0.5141090000000004,0.5214070000000004,-2.9443329999999994,0.514879999999998,0.9054849999999997
2016-07-09,0.63232,0.9439289999999998,0.8874580000000001,1.9857,-0.166574,-0.518872,9.153365,0.838484,0.8344649999999998,1.4906360000000003,0.13102900000000006,-0.5004920000000004,1.2297859999999998,1.366336999999998,-1.3591429999999998,-4.3627660000000015,1.0738919999999998,-6.304908999999999,-3.5211300000000003,-0.2570540000000001,0.7821100000000003,-2.432275,1.5446400000000011,1.6169360000000002
2016-07-10,0.7904,0.6292859999999996,0.313221,0.8360839999999996,0.05552500000000005,0.518872,8.150256,1.4834709999999998,1.1554130000000002,2.073929000000001,0.1965429999999999,0.12512299999999987,1.2297859999999998,3.1053109999999986,-1.963207,-2.69465,1.208129,-7.803083,-1.0716480000000002,-0.5141090000000004,1.4990450000000002,-1.9202169999999998,1.5446400000000011,0.7761299999999993
2016-07-11,0.7377060000000002,0.4195239999999991,1.148476,1.8811889999999991,0.7773479999999999,0.8301949999999998,9.027976,1.418972,0.8344649999999998,1.9443080000000004,0.7206579999999998,-0.3753690000000001,1.3592379999999986,2.4842489999999984,-1.8121909999999999,-1.6681170000000003,1.54372,-6.7621189999999975,-3.3680370000000006,0.6426370000000001,1.0428140000000004,-2.432275,1.2871999999999986,0.9054849999999997
2016-07-12,1.2119460000000002,2.09762,1.252882,2.5082520000000006,0.943923,1.6603890000000003,10.532639,1.805965,1.4121710000000005,2.073929000000001,0.8516870000000001,1.3763519999999998,1.488689,4.347435999999998,-1.963207,-1.2831670000000006,1.0738919999999998,-6.7621189999999975,-3.3680370000000006,0.5141089999999999,2.281155,-2.432275,2.31696,1.0995169999999996
2016-07-13,1.791573,2.202501,2.088137,2.299230999999999,0.721823,1.5566149999999992,10.156474000000001,1.741466,1.347982,2.138739,1.0482299999999998,2.877827,1.3592379999999986,4.099010999999997,-2.265239,-2.566333,1.54372,-6.392658999999999,-2.1757950000000004,2.699073,2.541859,-2.432275,1.9308,1.5522589999999994
2016-07-14,1.2119460000000002,1.0488099999999996,1.98373,2.9262940000000004,0.999448,2.490584,11.535748000000002,1.5479699999999998,1.66893,2.138739,0.655143,2.877827,1.747591,2.3600369999999966,-1.6611749999999998,-2.438016,1.879311,-5.088443,-2.9043879999999995,1.028218,2.346331,0.19877199999999995,3.0892799999999987,2.134356
2016-07-15,1.3700260000000002,2.622025,1.82712,3.0308050000000013,1.721271,2.1792610000000003,10.783417000000002,2.192957,1.66893,3.0460820000000006,1.179258,4.379302,2.1359449999999995,2.3600369999999966,-1.963207,-1.9247499999999995,2.147785,-6.002864,-2.2420310000000003,2.056437,2.932914,-2.724613,2.0595199999999974,2.651776
2016-07-16,1.3700260000000002,0.9439289999999998,1.6705100000000002,3.553357,1.4991709999999998,1.3490660000000003,10.532639,2.192957,2.246636,2.7868410000000003,1.3102869999999998,3.628564,1.877042,1.7389749999999982,-2.567271,-2.438016,2.080666,-6.002864,-0.7360970000000004,1.799382,2.607034,-3.3837709999999994,3.0892799999999987,2.78113
2016-07-17,1.844266,2.517144,2.192544,2.090210000000001,1.443646,2.490584,10.532639,2.192957,3.187398,2.7868410000000003,1.3102869999999998,3.628564,2.955111,1.7389749999999982,-2.52353,-2.438016,3.399942,-6.002864,0.5223799999999996,1.799382,2.607034,-3.3837709999999994,3.936491,4.316314
2016-07-18,1.844266,2.517144,2.192544,2.090210000000001,1.4436459999999998,2.490584,10.532639,2.192957,3.187398,2.7868410000000003,1.3102869999999998,3.628564,2.955111,1.7389749999999982,-2.52353,-2.438016,3.399942,-7.121411,0.5223799999999996,1.799382,2.607034,-3.3837709999999994,3.936491,4.316314
2016-07-19,1.8969590000000005,3.4610730000000003,1.409492,3.4488470000000007,1.554696,2.490584,9.905697,2.773445,2.6738810000000006,2.7868410000000003,0.917201,4.379302,3.4081909999999995,2.1116119999999974,-2.070482,-1.7964330000000004,3.198587000000001,-6.021319999999999,0.5223799999999996,1.799382,3.3891440000000004,-3.3837709999999994,3.550331,5.286475
2016-07-20,2.160426,5.3489309999999985,2.2447470000000003,3.657868000000001,2.16547,3.7358759999999993,9.780308,2.966941,3.508346,3.2405130000000004,1.441316,4.879794,3.8612699999999993,2.7326739999999976,-2.372514,-1.2831660000000005,4.9436620000000016,-7.227617999999999,-1.8939400000000002,2.313491000000002,3.7150239999999983,-3.3837709999999994,4.8375309999999985,5.157121
2016-07-21,2.634666,4.0903589999999985,2.2447470000000003,5.225524999999998,1.7767959999999998,3.8396500000000007,9.780308,3.0959389999999987,3.379967,3.2405130000000004,1.637859,5.755654,3.4729160000000006,3.974798999999999,-2.674546,-2.0530660000000003,4.608071,-5.5641089999999975,-2.812496,3.084654000000003,3.845374999999997,-1.079511,3.6790509999999976,6.2566370000000004
2016-07-22,2.423893,4.719645,3.0277990000000004,4.598462000000001,2.220994,4.773619,11.159582,4.385913,3.123208,3.4997540000000003,2.1619730000000006,6.7566380000000015,3.4729160000000006,3.974798999999999,-3.27861,-1.2831660000000005,4.675189,-5.339648,-2.812496,5.5266730000000015,3.975726999999997,-1.079511,3.6790509999999976,5.93325
2016-07-23,2.7400520000000004,4.929407,3.0800020000000004,6.584162000000001,2.887293,5.811361999999999,12.162691,3.740926,3.700915,4.083046,2.620574000000001,7.8827440000000015,4.120171999999998,3.974798999999999,-2.976578,0.25663299999999944,4.742307,-6.2642370000000005,-2.812496,5.912255,4.301606999999997,-1.079511,3.550331,6.515347
2016-07-24,2.5292790000000003,5.978216999999999,3.706443,6.166119999999999,3.609116,6.330233999999999,13.165799,4.385913,4.342811,4.601528,2.55506,8.007867000000001,4.379074999999999,4.7200729999999975,-3.7316580000000004,1.5397999999999996,5.950436,-6.2642370000000005,-2.812496,7.5831089999999985,5.018540999999997,-1.079511,3.421610999999998,6.968089
2016-07-25,2.6873590000000003,5.453811999999999,3.81085,7.2112250000000016,3.220442,6.6415570000000015,13.291188,4.708406999999999,5.048897,4.471907000000002,3.47226,9.259096,4.120171999999998,4.968497999999997,-3.4296260000000003,0.6415829999999998,5.547726,-8.054288,-2.812496,8.354273,5.344419999999999,-1.079511,3.936491,6.6447020000000006
2016-07-26,3.3723720000000004,6.9221449999999995,5.011529,8.047309,4.330939000000001,7.264203,14.419685000000005,5.288895,4.663759,5.249630000000002,3.734318,11.13594,4.508525999999999,5.837984999999999,-5.241818,1.9247490000000003,6.218909,-8.374787999999999,-2.812496,8.868382,5.865827,-1.079511,3.936491,7.550186
2016-07-27,3.425065,8.075835999999999,4.8549190000000015,8.151819999999999,4.164364,7.783073999999999,15.548182,5.224397,5.048897,5.0552,4.5204900000000015,10.760571,4.637976999999999,4.968497999999997,-4.637754,2.822966,6.755855,-9.085083000000001,-2.812496,8.354273,6.126531,-1.079511,4.580091,7.938250999999998
2016-07-28,3.0035190000000003,6.712383,5.429156,8.569861999999999,4.830662,7.9906229999999985,15.046628000000002,5.482392,5.177276,5.314441,4.1929180000000015,11.13594,4.832153999999999,5.837984999999999,-5.8458809999999986,2.438016,7.024328,-9.658669,-2.3532180000000102,9.639546,6.256883,-1.5915689999999998,4.708810999999999,7.679541
2016-07-29,3.635839,7.761193,6.212208,8.883393000000002,5.219336,8.094397,16.676679999999998,6.320875,5.626603,5.314441,4.782547,11.511308999999999,5.026330999999999,5.837984999999999,-4.03369,4.2344490000000015,7.158564999999999,-9.658669,-2.812496,11.181873,7.4300479999999975,-0.567453,5.4811309999999995,8.390993
2016-07-30,3.266985,8.285598,6.0555970000000015,10.24203,5.441436,8.924592,17.5544,7.030360999999999,5.754982,5.768112999999999,5.241148,12.887661,5.738311999999999,4.7200729999999975,-5.090802,4.3627650000000004,8.098220999999999,-11.575263,-3.4248670000000003,11.3104,7.1041690000000015,0.9687200000000002,4.8375309999999985,9.296477
2016-07-31,3.793919,9.858813,5.9511910000000015,9.823988,5.60801,9.235914999999999,16.927456999999997,6.707867,6.396879,6.027353999999997,5.175633,11.761555,5.349958999999999,5.713772999999998,-5.090802,5.517615,8.165339,-11.575263,-4.802701000000001,11.824508999999999,7.4300479999999975,0.3286470000000001,6.1247310000000015,9.037767
2016-08-01,4.320852,9.858813,6.0555970000000015,10.451051,4.719613000000002,9.235914999999999,17.429011,6.578869999999998,6.1401200000000005,6.027353999999997,6.02732,12.887661,5.544136,4.347435999999998,-5.996897,4.3627650000000004,8.098220999999999,-10.660842,-4.802701000000001,11.567455,7.364872,0.3286470000000001,5.4811309999999995,8.908412
2016-08-02,3.8466120000000004,9.858813,5.220343,11.391646000000001,5.219336,8.405720000000002,17.5544,6.643369,6.589447,6.610645999999997,6.3548919999999995,13.638399,5.738311999999999,5.713772999999998,-5.8458809999999986,5.004349000000001,7.896866,-10.971174,-4.802701000000001,12.467146,7.4300479999999975,-0.8407069999999996,6.510890999999999,8.843735
2016-08-03,3.4777590000000003,9.334408,4.7505120000000005,9.928498,4.553038,6.849104999999998,17.429011,6.901363999999999,6.653637,6.545835999999999,5.3721760000000005,13.638399,5.673587,4.8442859999999985,-6.449945,3.3362320000000016,8.098220999999999,-12.148848,-4.802701000000001,11.824508999999999,7.495224,-0.8407069999999996,6.639611,8.908412
2016-08-04,4.2681580000000015,8.600241,5.168139,10.555561,4.941712,6.018911000000001,16.175125,6.578869999999998,6.525258,6.156973999999999,4.717033000000002,14.013767999999999,5.932488999999999,6.086409999999997,-6.449945,3.977816,7.829747,-13.442897,-4.802701000000001,9.768073,7.690752000000002,-0.8407069999999996,7.1544909999999975,8.649702
2016-08-09,3.951998,8.914883999999997,5.8467839999999995,10.033009,5.441436,7.264203,16.425902,6.9658619999999996,6.589447,6.351404999999999,5.5687190000000015,14.514259999999998,5.997214999999999,6.4590479999999975,-8.11112,5.902565,9.104995,-11.779388,-4.074109,10.667764,7.1041690000000015,-2.8870769999999886,7.669371000000001,9.167122
2016-08-10,4.320852,10.802741000000001,5.63797,9.510456,5.49696,7.6793,17.805176999999997,6.385374,7.295533,6.545835999999999,4.717033000000002,13.012784,7.032824999999999,6.4590479999999975,-7.809089,4.619399000000001,8.568048000000001,-12.771393,-4.074109,11.181873,7.495224,-2.8870769999999886,7.411930999999999,9.231799
2016-08-11,4.953171,9.858813,5.7945800000000025,10.137519000000001,5.219336,8.509494,18.808285,7.159357999999999,7.102964,6.805076999999998,5.110118999999999,13.763522,6.320842999999999,5.962197999999997,-8.262136,3.8494990000000007,9.574822,-12.771393,-1.9308120000000009,12.081564,7.234521000000001,-1.2228899999999905,7.540650999999999,8.649702
2016-08-12,4.847785000000001,11.117384,6.107801,10.764582,5.60801,9.028366000000002,18.43212,7.2238570000000015,6.8462060000000005,7.388369000000001,4.8480620000000005,13.763522,7.032824999999999,7.204321999999998,-7.809089,3.8494990000000007,9.709059,-14.367485999999998,-1.9308120000000009,12.595673,7.4300479999999975,-1.2228899999999905,7.025770999999999,8.779057
